1581417041817,0.6071167,2.6414185,9.220612,STRAIGTDRIVE
1581417041818,0.60472107,2.6653595,9.656357,STRAIGTDRIVE
1581417041824,0.57598877,2.8401337,9.835922,STRAIGTDRIVE
1581417041828,0.6549988,2.8066254,9.80481,STRAIGTDRIVE
1581417041834,0.42276,2.7395782,9.55101,STRAIGTDRIVE
1581417041839,0.23121643,2.8305664,9.201462,STRAIGTDRIVE
1581417041843,0.3796692,2.78508,8.868668,STRAIGTDRIVE
1581417041850,0.6885071,2.698883,8.727417,STRAIGTDRIVE
1581417041854,0.77949524,2.8042297,8.859085,STRAIGTDRIVE
1581417041858,0.6214752,2.8736572,9.218216,STRAIGTDRIVE
1581417041887,0.60232544,2.7826843,9.632416,STRAIGTDRIVE
1581417041887,0.5999298,2.813797,9.80719,STRAIGTDRIVE
1581417041887,0.34854126,2.8712616,9.56778,STRAIGTDRIVE
1581417041887,0.31741333,2.7204285,9.084152,STRAIGTDRIVE
1581417041887,0.77230835,2.5456543,8.83754,STRAIGTDRIVE
1581417041890,0.80104065,2.698883,8.91655,STRAIGTDRIVE
1581417041896,0.5783844,2.7946472,9.158371,STRAIGTDRIVE
1581417041901,0.66696167,2.7970428,9.457642,STRAIGTDRIVE
1581417041904,0.58795166,2.8545074,9.515106,STRAIGTDRIVE
1581417041909,0.34614563,2.8975983,9.457642,STRAIGTDRIVE
1581417041929,0.42036438,2.8712616,9.328354,STRAIGTDRIVE
1581417041929,0.60472107,2.6055145,9.179916,STRAIGTDRIVE
1581417041930,0.61428833,2.78508,9.246948,STRAIGTDRIVE
1581417041930,0.7004852,2.9550629,9.37384,STRAIGTDRIVE
1581417041936,0.798645,2.8975983,9.467224,STRAIGTDRIVE
1581417041941,0.71484375,2.9335175,9.4097595,STRAIGTDRIVE
1581417041948,0.39163208,2.9574585,9.208649,STRAIGTDRIVE
1581417041951,0.36050415,2.7826843,9.069778,STRAIGTDRIVE
1581417041956,0.7340088,2.6150818,9.041046,STRAIGTDRIVE
1581417041962,0.7842865,2.7324066,9.254135,STRAIGTDRIVE
1581417042023,0.8609009,2.813797,9.572571,STRAIGTDRIVE
1581417042023,0.6909027,2.8161926,9.716217,STRAIGTDRIVE
1581417042023,0.63345337,2.9646454,9.661148,STRAIGTDRIVE
1581417042023,0.55921936,2.7994385,9.4097595,STRAIGTDRIVE
1581417042023,0.45628357,2.6964874,9.043442,STRAIGTDRIVE
1581417042023,0.5209198,2.8114166,8.7417755,STRAIGTDRIVE
1581417042024,0.774704,2.6797333,8.842331,STRAIGTDRIVE
1581417042025,0.83935547,2.7012787,9.170334,STRAIGTDRIVE
1581417042025,0.66456604,3.002945,9.603683,STRAIGTDRIVE
1581417042025,0.56640625,3.0005493,9.809586,STRAIGTDRIVE
1581417042026,0.5640106,2.698883,9.603683,STRAIGTDRIVE
1581417042026,0.45388794,2.6486053,9.287659,STRAIGTDRIVE
1581417042027,0.55444336,2.730011,9.007538,STRAIGTDRIVE
1581417042060,0.7172394,2.6964874,8.950073,STRAIGTDRIVE
1581417042060,0.6262665,2.6940918,9.146393,STRAIGTDRIVE
1581417042060,0.68133545,2.813797,9.378632,STRAIGTDRIVE
1581417042060,0.87046814,2.86409,9.553406,STRAIGTDRIVE
1581417042062,0.62387085,2.7874756,9.510315,STRAIGTDRIVE
1581417042062,0.36769104,2.6605682,9.302017,STRAIGTDRIVE
1581417042062,0.45866394,2.6007233,9.103302,STRAIGTDRIVE
1581417042088,0.7627411,2.7132416,8.985992,STRAIGTDRIVE
1581417042088,0.79385376,2.7084656,8.988373,STRAIGTDRIVE
1581417042088,0.5783844,2.8185883,9.21344,STRAIGTDRIVE
1581417042088,0.77949524,2.8832397,9.440887,STRAIGTDRIVE
1581417042088,0.6861267,2.777893,9.491165,STRAIGTDRIVE
1581417042093,0.43711853,2.892807,9.428909,STRAIGTDRIVE
1581417042098,0.55921936,2.674942,9.108093,STRAIGTDRIVE
1581417042102,0.65979004,2.595932,8.861481,STRAIGTDRIVE
1581417042108,0.640625,2.7324066,8.909378,STRAIGTDRIVE
1581417042135,0.7579498,2.7707062,9.230194,STRAIGTDRIVE
1581417042136,0.8465271,2.6893005,9.491165,STRAIGTDRIVE
1581417042137,0.60232544,2.7707062,9.577347,STRAIGTDRIVE
1581417042137,0.43711853,2.7946472,9.481583,STRAIGTDRIVE
1581417042137,0.5711975,2.5983276,9.223007,STRAIGTDRIVE
1581417042146,0.5113373,2.6294556,9.050629,STRAIGTDRIVE
1581417042146,0.83935547,2.686905,9.098511,STRAIGTDRIVE
1581417042167,0.7675171,2.7132416,9.306808,STRAIGTDRIVE
1581417042168,0.6214752,2.923935,9.500732,STRAIGTDRIVE
1581417042168,0.80822754,2.8856354,9.541443,STRAIGTDRIVE
1581417042169,0.60472107,2.6964874,9.426514,STRAIGTDRIVE
1581417042170,0.44430542,2.78508,9.208649,STRAIGTDRIVE
1581417042174,0.43711853,2.7371826,9.031479,STRAIGTDRIVE
1581417042217,0.82258606,2.7826843,9.141602,STRAIGTDRIVE
1581417042217,0.82977295,2.7587433,9.347504,STRAIGTDRIVE
1581417042217,0.6190796,2.8401337,9.527069,STRAIGTDRIVE
